yrke,Antall arbeidsforhold med lønnKvinner,Antall arbeidsforhold med lønnMenn,Kvinner,Menn,Kvinners lønn som andel av menns,Kvinners lønn sammenlignet med menns,Andel kvinner
"Sports-, rekreasjons- og kultursenterledere",1371.0,1323.0,48240.0,51330.0,93.98012857977791,-3090.0,50.89086859688196
Strategi- og planleggingssjefer,2189.0,1899.0,66210.0,69330.0,95.49978364344439,-3120.0,53.54696673189824
Sveisere,191.0,6406.0,40280.0,39470.0,102.05219153787688,810.0,2.8952554191299074
Sykepleiere,59576.0,6296.0,46670.0,48150.0,96.92627206645898,-1480.0,90.44206946805927
Systemadministratorer,312.0,873.0,48280.0,53780.0,89.77314986984008,-5500.0,26.329113924050635
Systemanalytikere/-arkitekter,6123.0,19372.0,57530.0,62860.0,91.52083996181992,-5330.0,24.016473818395763
Takstmenn,432.0,1361.0,44000.0,50480.0,87.16323296354992,-6480.0,24.093697713329615
Tannleger,1907.0,1258.0,59170.0,65000.0,91.03076923076922,-5830.0,60.25276461295419
Teknikere innen radio og tv,374.0,1233.0,46000.0,45650.0,100.76670317634174,350.0,23.27317983820784
Teknikere innen telekom,502.0,786.0,36320.0,39500.0,91.94936708860759,-3180.0,38.975155279503106
Tekniske tegnere,936.0,1655.0,48270.0,50090.0,96.36654022759033,-1820.0,36.12504824392126
Tele- og IKT-installatører,243.0,3547.0,36330.0,39520.0,91.92813765182186,-3190.0,6.411609498680739
Telefon- og nettselgere,2262.0,2772.0,35640.0,36000.0,99.0,-360.0,44.93444576877235
Tollere,564.0,634.0,40920.0,43190.0,94.7441537392915,-2270.0,47.07846410684474
Toppledere i interesseorganisasjoner,1088.0,1279.0,58740.0,62500.0,93.984,-3760.0,45.96535699197296
Toppledere i offentlig administrasjon,412.0,583.0,98900.0,94170.0,105.02283105022832,4730.0,41.4070351758794
Transportfunksjonærer,1368.0,5344.0,41080.0,44990.0,91.30917981773727,-3910.0,20.38140643623361
Trenere og idrettsdommere,4006.0,4749.0,35710.0,40000.0,89.275,-4290.0,45.75671045117076
Trykkere,277.0,935.0,33500.0,38330.0,87.3989042525437,-4830.0,22.854785478547853
Tømrere og snekkere,709.0,52474.0,34920.0,37550.0,92.9960053262317,-2630.0,1.333132767989771
Universitets- og høyskolelektorer/-lærere,19745.0,20220.0,49060.0,52110.0,94.1469967376703,-3050.0,49.40573001376204
Uoppgitt / yrker som ikke kan identifiseres,5857.0,12075.0,42250.0,38860.0,108.72362326299536,3390.0,32.66227972339951
Vaktmestre,2838.0,20691.0,36170.0,38160.0,94.78511530398322,-1990.0,12.0617110799439
Varehandelssjefer,15224.0,16632.0,40370.0,50000.0,80.74,-9630.0,47.790055248618785
Varepåfyllere,370.0,1145.0,30350.0,32080.0,94.6072319201995,-1730.0,24.422442244224424
Vektere,2238.0,7021.0,34060.0,35320.0,96.4326160815402,-1260.0,24.171076790150124
Vernepleiere,16375.0,5308.0,45630.0,47120.0,96.83786078098471,-1490.0,75.51999262094728
Veterinærer,1180.0,349.0,50550.0,58350.0,86.63239074550128,-7800.0,77.17462393721387
Yrkesfaglærere,434.0,514.0,46280.0,46120.0,100.34692107545533,160.0,45.78059071729958
